"","date","Station.Number","Chlorophyll","Active vs. degraded Chlorophyll","Temperature","Salinity","Oxygen"
"505","1971-12-01","30",,,9.4,28,
"506","1971-12-01","31",,,9,27.5,
"507","1971-12-01","32",,,8.9,27.3,
"508","1971-12-01","33",,,8.7,26.8,
"509","1971-12-01","34",,,8.8,26.2,
"510","1971-12-01","35",,,8.7,25.8,
"511","1971-12-01","36",,,8.8,24.8,
"512","1971-12-01","4",,,9.35,0.4,
"513","1971-12-01","5",,,9.2,1.4,
"514","1971-12-01","6",,,9.175,3.275,
"515","1971-12-01","7",,,9.35,5.8,
"516","1971-12-01","8",,,9.45,7.8,
"517","1971-12-01","9",,,9.44,10.94,
"518","1972-02-01","10",,,7.75,11.85,
"519","1972-02-01","11",,,7.8,13.75,
"520","1972-02-01","12",,,8.05,16.175,
"521","1972-02-01","13",,,8.4,20.3,
"522","1972-02-01","14",,,8.3,21.95,
"523","1972-02-01","15",,,8.15,19.95,
"524","1972-02-01","16",,,8.65,24.5,
"525","1972-02-01","17",,,8.51666666666667,23.95,
"526","1972-02-01","19",,,9.3,30.5,
"527","1972-02-01","2",,,6.84,0.12,
"528","1972-02-01","20",,,8.95,28.1,
"529","1972-02-01","21",,,8.68333333333333,26.4166666666667,
"530","1972-02-01","22",,,8.8,26.8,
"531","1972-02-01","23",,,8.75,26.85,
"532","1972-02-01","24",,,8.775,26.8,
"533","1972-02-01","25",,,8.65,26.85,
"534","1972-02-01","26",,,8.5,27,
"535","1972-02-01","27",,,8.525,26.75,
"536","1972-02-01","28",,,8.55,26.6,
"537","1972-02-01","29",,,8.55,26.5,
"538","1972-02-01","3",,,7.1,0.2,
"539","1972-02-01","30",,,8.52,26.18,
"540","1972-02-01","31",,,8.5,25.8,
"541","1972-02-01","32",,,8.56666666666667,25.4666666666667,
"542","1972-02-01","34",,,8.3,24.9,
"543","1972-02-01","35",,,8.3,24.6,
"544","1972-02-01","36",,,8.3,24.1,
"545","1972-02-01","4",,,7.05,0.35,
"546","1972-02-01","5",,,7.25,0.6,
"547","1972-02-01","6",,,7.075,1.5,
"548","1972-02-01","7",,,7.3,6.35,
"549","1972-02-01","8",,,7.55,9.25,
"550","1972-02-01","9",,,7.53333333333333,11.0166666666667,
"551","1972-04-01","10",,,14.6,12.95,
"552","1972-04-01","11",,,14.3,16.6333333333333,
"553","1972-04-01","12",,,14.1428571428571,18.2857142857143,
"554","1972-04-01","13",,,14.1,20.5,
"555","1972-04-01","14",,,14.15,21.3375,
"556","1972-04-01","15",,,13.8666666666667,22.3333333333333,
"557","1972-04-01","16",,,13.3,24.9666666666667,
"558","1972-04-01","17",,,13.14,26.64,
"559","1972-04-01","19",,,12.3923076923077,30.2692307692308,
"560","1972-04-01","21",,,12.9555555555556,28.3555555555556,
"561","1972-04-01","22",,,13.25,27.85,
"562","1972-04-01","23",,,13.25,27.8,
"563","1972-04-01","24",,,13.1857142857143,28.0571428571429,
"564","1972-04-01","25",,,13.7,27.55,
"565","1972-04-01","26",,,14.3,26.7,
"566","1972-04-01","27",,,14.5,26.4857142857143,
"567","1972-04-01","28",,,14.5,26.4,
"568","1972-04-01","29",,,14.45,26.25,
"569","1972-04-01","3",,,14.8,0.36,
"570","1972-04-01","30",,,14.4,26.0875,
"571","1972-04-01","31",,,14.5,25.85,
"572","1972-04-01","32",,,14.75,25.65,
"573","1972-04-01","33",,,14.75,25.5,
"574","1972-04-01","34",,,14.85,24.9,
"575","1972-04-01","35",,,14.7,24.6,
"576","1972-04-01","36",,,14.85,24,
"577","1972-04-01","4",,,15.1,1.2,
"578","1972-04-01","5",,,15.05,2.7,
"579","1972-04-01","6",,,15.0166666666667,4.9,
"580","1972-04-01","7",,,14.75,8.6,
"581","1972-04-01","8",,,14.7,10.65,
"582","1972-04-01","9",,,14.39375,14.4533333333333,
"583","1972-06-01","10",,,18.3,21.5,
"584","1972-06-01","11",,,17.85,23.5,
"585","1972-06-01","12",,,17.575,24.25,
